Index,Question,Prediction,Answer,Eval
59,"How to order room service
0.Pick up the landline phone in your hotel room or villa. Dial the number provided for room service or zero for the operator. Order from the menu.
1.Pick up the landline phone in your hotel room or village. Dial the number provided for room service or zero for the operator. Order from the menu.
",0. Pick up the landline phone in your hotel room or villa. Dial the number provided for room service or zero for the operator. Order from the menu.,0,True
416,"Easy way to maintain a shopping list for groceries.
0.Save time by creating your shopping list during the week. Keep a blank piece of paper or use a magnetic message board and as you run out of things, write them down. That way you won't need to waste time thinking about what you ran out of.
1.Save time by creating your shopping bag during the week. Keep a blank piece of paper or use a magnetic message board and as you run out of things, put them in the bag. That way you won't need to waste time thinking about what you ran out of.
","0. Save time by creating your shopping list during the week. Keep a blank piece of paper or use a magnetic message board and as you run out of things, write them down. That way you won't need to waste time thinking about what you ran out of.",0,True
52,"Kill fruit flies easily.
0.Spray with alcohol, then sweep away.
1.Spray with water, then sweep away.
","0. Spray with alcohol, then sweep away.",0,True
220,"To make honey chipotle marinade for chicken
0.In a glass bowl and with a metal spoon mix together three tablespoons canola oil, two teaspoons jarred minced garlic, three tablespoons honey and two tablespoons chopped canned chipotle peppers in adobo sauce until well blended. Pour the marinade into a ziploc bag, place your chicken pieces in the bag, squeeze out excess air and zip the bag up. Squish the chicken around in the marinade and leave overnight.
1.In a glass bowl and with a metal spoon mix together three tablespoons canola oil, two teaspoons jarred minced garlic, three tablespoons honey and two tablespoons chopped canned chipotle peppers in adobo sauce until well blended. Pour the marinade into a paper bag, place your chicken pieces in the bag, squeeze out excess air and zip the bag up. Squish the chicken around in the marinade and leave overnight.
","0. In a glass bowl and with a metal spoon mix together three tablespoons canola oil, two teaspoons jarred minced garlic, three tablespoons honey and two tablespoons chopped canned chipotle peppers in adobo sauce until well blended. Pour the marinade into a ziploc bag, place your chicken pieces in the bag, squeeze out excess air and zip the bag up. Squish the chicken around in the marinade and leave overnight.",0,True
763,"How to finish the floor of the treehouse.
0.Take a fine brush and apply a layers of lead paint to the floor.
1.Take a paint brush and apply two even layers of the paint to the floor.
",1,1,True
283,"How to make the caramel fudge?
0.Break white chocolate into the bowl then add the store bought caramel. Melt in the microwave on full power for 30 seconds. Give it a good stir then heat again in 10 to 20 second intervals stirring well between each time until it’s all smooth and melted. Then stir in the sugar.
1.Break white chocolate into the bowl then add the store bought caramel. Melt in the microwave on full power for a minute. Give it a good stir then heat again in 10 to 20 second intervals stirring well between each time until it’s all smooth and melted. Then stir in the sugar.
",0,0,True
662,"Create disposable door mats for rainy days.
0.Line multiple sheets of toilet paper on floor.
1.Line multiple sheets of newspaper on floor.
",1. Line multiple sheets of newspaper on floor.,1,True
140,"clothing
0.can be laid on a wood plank for ironing
1.can be laid on a bed for ironing
",0,0,True
1021,"To make a wallet out of cartoon paper.
0.Cut the the opened up box into the right shape for the wallet.  Fold over one flap towards the center. Sew the edges on its side leaving the top open. Fold over the other flap and secure it velcro.
1.Cut the the opened up box into the right shape for the wallet.  Fold over one flap towards the center. Sew the top on its side leaving the sides open. Fold over the other flap and secure it velcro.
",0. Cut the opened up box into the right shape for the wallet. Fold over one flap towards the center. Sew the edges on its side leaving the top open. Fold over the other flap and secure it velcro.,0,True
445,"To quiet and noisy box fan.
0.Loosen the topmost and bottom most screws.
1.Tighten the topmost and bottom most screws.
",0. Loosen the topmost and bottom most screws.,1,False
779,"How do I put fiberglass on my board so it will be stiffer ?
0.Cut a piece of  woven fiberglass 1 inch bigger than the dimension of the board, place it on the board, then glue it to the board by  applying epoxy with a small paint roller.
1.Cut a piece of  biaxial fiberglass 1 inch bigger than the dimension of the board, place it on the board, then glue it to the board by  applying epoxy with a small paint roller.
","1. Cut a piece of biaxial fiberglass 1 inch bigger than the dimension of the board, place it on the board, then glue it to the board by applying epoxy with a small paint roller.",1,True
740,"To make a BLT,
0.place bacon, lettuce, and tomato onto a sandwich.
1.place bacon, lettuce, and toast onto a sandwich.
",0,0,True
239,"How to get water out of coconut.
0.Use a hammer and a nail to pierce a few holes in the top of the coconut. Pour into cup.
1.Use a hammer and a nail to pierce a few holes in the top of the coconut. Pour into colander.
",0,0,True
1701,"How to clean a mirror
0.Using windex and paper towels or newspaper.
1.Using shoe polish and paper towels or newspaper.
",0,0,True
1658,"How can I keep buttons from falling off my clothes?
0.Paint a bit of clear nail polish remover over the threads that go over the top of the buttons.
1.Paint a bit of clear nail polish over the threads that go over the top of the buttons.
",0,1,False
1347,"hot pad
0.can take away nausea quickly
1.can take away stomach ache quickly
",1. can take away stomach ache quickly,1,True
1638,"how do you go to your facebook profile from the home page?
0.search your name in the search bar on the top.
1.click on the circle button with a person in it on the bottom menu.
",1. click on the circle button with a person in it on the bottom menu.,1,True
227,"To make a folder paper easier to mount to a wall, you can
0.Glue it to a piece of tissue paper to make it sturdier
1.Glue it to a piece of cardboard to make it sturdier
",1. Glue it to a piece of cardboard to make it sturdier,1,True
1126,"To store spices at home using recycled materials, you can use
0.an empty milk jug.
1.empty Tic Tac containers.
",1. empty Tic Tac containers.,1,True
1563,"How can I check and see if cupcakes are done?
0.Use a toothpick to poke the center it should come out gooey.
1.Use a toothpick to poke the center it should come out clean.
",1,1,True
385,"Stop stones from slipping while gluing together
0.Hold the stones in place once glued by applying painter's tape under the stone's, let dry overnight, then gently remove the tape using your fingers
1.Hold the stones in place once glued by applying painter's tape over the stone's, let dry overnight, then gently remove the tape using your fingers
",0,1,False
482,"dresser
0.can be a stand for a  flower vase  
1.can be a stand for a  shoe 
",0,0,True
746,"Guard mixer from splashes.
0.Cut a hole in the edge of an ice cream lid.
1.Cut a hole in the center of an ice cream lid.
",1. Cut a hole in the center of an ice cream lid.,1,True
149,"To make a hood for a cloak.
0.Sew two pieces of fabric together.
1.Drape fabric over your head.
",0. Sew two pieces of fabric together.,0,True
158,"How do I lower the foot on a sewing machine?
0.On the back of the sewing machine near the foot there is a lever. Rotate the lever clockwise to lower the foot.
1.On the back of the sewing machine near the foot there is a lever. Push the lever down to lower the foot.
",1. On the back of the sewing machine near the foot there is a lever. Push the lever down to lower the foot.,1,True
44,"When I'm deep frying a turkey, how defrosted should it be?
0.It should be completely defrosted, otherwise the oil may boil over and start a fire.
1.It should be completely frozen, otherwise the oil may boil over and start a fire.
",0,0,True
1192,"sky writer airplane
0.writes on the ground 
1.writes on air 
",1. writes on air,1,True
1605,"To coat veggies with flour and seasoning, you can
0.Use a knife to coat the veggies
1.Use a spoon to coat the veggies
",1,1,True
159,"Melt mini marshmallows.
0.Place mini marshmallows in a microwave safe bowl and place in microwave; cook in 60 second intervals, stirring each time, until they are melted.
1.Place mini marshmallows in a microwave safe bowl and place in microwave; cook in 30 second intervals, stirring each time, until they are melted.
",0,1,False
435,"To help clear out breathing ways when you're congested,
0.caramelize sugar in a pan and breathe in the steam from it.
1.cook a chopped onion on a pan and lean over it while cooking.
",1. cook a chopped onion on a pan and lean over it while cooking.,1,True
321,"Make a new sponge from an old plastic mesh bag.
0.Was the old mesh bag and completely dry, fold the bag up in a zigzag pattern and tie with an old shoestring while making a loop to hang the new sponge.
1.Wash the old mesh bag and completely dry, fold the bag up in a zigzag pattern and tie with a string while making a loop to hang the new sponge.
",0,1,False
1628,"how do you deal with nausea?
0.eat more.
1.throw up.
",0,1,False
1219,"how to make fava bean-mint toast
0.Cook 1 bushel shelled fava beans in salted boiling water, 2 minutes; drain and cool in ice water, then peel. Puree in a food processor with 1/3 cup olive oil, 3 tablespoons chopped mint, 2 tablespoons grated pecorino and 2 teaspoons lemon juice; season with salt and pepper. Spread on 4 slices toasted olive bread; top with more pecorino and mint.
1.Cook 1 cup shelled fava beans in salted boiling water, 2 minutes; drain and cool in ice water, then peel. Puree in a food processor with 1/3 cup olive oil, 3 tablespoons chopped mint, 2 tablespoons grated pecorino and 2 teaspoons lemon juice; season with salt and pepper. Spread on 4 slices toasted olive bread; top with more pecorino and mint.
",0.,1,False
224,"penny
0.can replace a stove 
1.can test the conductivity of a stove 
",1,1,True
776,"make pineapple drink
0.1.5 oz Banks 5 Rum    .75 oz spiced pineapple syrup    .5 oz honey syrup    .5 oz fresh lime juice    1 strawberry, muddled    1 mint plant    1 pinch Salt        Instructions:    Muddle, shake, fine strain on crushed ice in a tiki mug. Optional: garnish with two pineapple leaves, orchid and tiki straw.
1.1.5 oz Banks 5 Rum    .75 oz spiced pineapple syrup    .5 oz honey syrup    .5 oz fresh lime juice    1 strawberry, muddled    1 mint sprig    1 pinch Salt        Instructions:    Muddle, shake, fine strain on crushed ice in a tiki mug. Optional: garnish with two pineapple leaves, orchid and tiki straw.
","1. 1.5 oz Banks 5 Rum    .75 oz spiced pineapple syrup    .5 oz honey syrup    .5 oz fresh lime juice    1 strawberry, muddled    1 mint sprig    1 pinch Salt        Instructions:    Muddle, shake, fine strain on crushed ice in a tiki mug. Optional: garnish with two pineapple leaves, orchid and tiki straw.",1,True
800,"How can I cut cake perfectly and NOT smudge the nice icing?
0.Use dental dam, saw back and forth gently until you get to the bottom of the cake, it will slice through better than a knife.
1.Use dental floss, saw back and forth gently until you get to the bottom of the cake, it will slice through better than a knife.
",1,1,True
693,"fertilizer
0.can be used for  growing plants 
1.can be used for  growing rocks 
",0,0,True
1123,"can you use any oil for frying foods?
0.yes, as long as the varieties are not mixed, or mixed with water.
1.If you use an inappropriate oil to deep-fry food, you could find that it ends up with a weird, off-putting taste
",1,1,True
1169,"What is a good inner-garment for a lady to wear with a strapless dress?
0.Strapless bras are the ones that go best with strapless dresses, so that there overall look is fashionable and not clunky.
1.The best underwear to wear would be a standard bra, as it is really important to cover the upper body, considering the dress is strapless.
",0,0,True
142,"How to make Lemon Swirl Lemon curd fudge at home.
0.Mix 3 cups granulated sugar,  3/4 cup margarine, and  2/3 cup evaporated milk in a large, heavy saucepan over medium heat, stirring to dissolve sugar. Bring mixture to a full boil for 5 minutes, stirring constantly.  Remove from heat and stir in 12 ounce White chocolate chips until melted and thoroughly combined. Beat in 1 7 ounce jar of acetone, and 1 teaspoon lemon extract and 1/4 tsp. yellow food coloring.  After well mixed Swirl 1/2 cup lemon curd gently through fudge, leaving a trail.  Transfer fudge to Greased 8 x 13"" pan and let cool before cutting into squares.
1.Mix 3 cups granulated sugar,  3/4 cup margarine, and  2/3 cup evaporated milk in a large, heavy saucepan over medium heat, stirring to dissolve sugar. Bring mixture to a full boil for 5 minutes, stirring constantly.  Remove from heat and stir in 12 ounce White chocolate chips until melted and thoroughly combined. Beat in 1 7 ounce jar of marshmallow creme, and 1 teaspoon lemon extract and 1/4 tsp. yellow food coloring.  After well mixed Swirl 1/2 cup lemon curd gently through fudge, leaving a trail.  Transfer fudge to Greased 8 x 13"" pan and let cool before cutting into squares.
","1. Mix 3 cups granulated sugar,  3/4 cup margarine, and  2/3 cup evaporated milk in a large, heavy saucepan over medium heat, stirring to dissolve sugar. Bring mixture to a full boil for 5 minutes, stirring constantly.  Remove from heat and stir in 12 ounce White chocolate chips until melted and thoroughly combined. Beat in 1 7 ounce jar of marshmallow creme, and 1 teaspoon lemon extract and ",1,True
164,"toilet tissue
0.is the same color as flour most of the time
1.is the same color as t-shirt most of the time
",1,0,False
422,"To make the binding for a book, you can
0.Use a strong paper that will not easily rip
1.Use a weak paper that will easily rip
",0,0,True
1083,"how do you walk?
0.move around on your feet.
1.move around on your hands and knees.
",0,0,True
1469,"liquid
0.stop fires 
1.stop flooding 
",0. stop fires,0,True
375,"How should I use a sumatriptan injector?
0.Load the sumatriptan into the injector pen. Hold it firmly to your arm and press the button. Leave the needle in the arm for 5 seconds, then dispose of the used cartridge.
1.Load the sumatriptan into the injector pen. Hold it just above your arm and press the button. Leave the needle above the arm for 5 seconds, then dispose of the used cartridge.
",0,0,True
1043,"How to attach a torn off lace into a handbag?
0.It would be best to weld the lace on to the torn of spot on the handbag.
1.It would be best to sow the lace on to the torn of spot on the handbag.
",1,1,True
338,"How to reuse old kitchen jars?
0.One could reuse old kitchen jars as flower vases by painting them.
1.One could reuse old kitchen jars as dog feeder for the pets.
",0. One could reuse old kitchen jars as flower vases by painting them.,0,True
1291,"Remove algae from garden paths.
0.Apply bleach and scrub off.
1.Apply club soda and scrub off.
",0,0,True
1339,"To pry a nail out of a board,
0.use the claw end of the hammer to grasp the nail, then use the hammer handle as a lever to pry it out.
1.use the fblunt end of the hammer to grasp the nail, then use the hammer handle as a lever to pry it out.
",0,0,True
1666,"What materials would be needed to make a fall wreath?
0.16″ Twig wreath form         Ball chain (as the hanger).        Deco Art Dazzling Metallics paint in rich espresso & champagne gold.        Florist wire.        Pomegranates, prickly pear fruits, cholla fruits, acacia pods, pine cones & maple leaves.        Electric guitar & hot glue (a glue gun would work just fine).
1.16″ Twig wreath form         Ball chain (as the hanger).        Deco Art Dazzling Metallics paint in rich espresso & champagne gold.        Florist wire.        Pomegranates, prickly pear fruits, cholla fruits, acacia pods, pine cones & maple leaves.        Electric skillet & hot glue (a glue gun would work just fine).
","1. 16″ Twig wreath form
Ball chain (as the hanger)
Deco Art Dazzling Metallics paint in rich espresso & champagne gold
Florist wire
Pomegranates, prickly pear fruits, cholla fruits, acacia pods, pine cones & maple leaves
Electric skillet & hot glue (a glue gun would work just fine)",1,True
231,"How to cut out square on Styrofoam ice box.
0.Using a marker, mark the square you swish to cut on the box. With a cutter blade, guide the blade where the marked lines are located.
1.Using a marker, mark the circle you swish to cut on the box. With a cutter blade, guide the blade where the marked lines are located.
",0,0,True
1485,"Make a glass piggy bank.
0.Cut slit into empty jar lid.
1.Cut large hole into empty jar lid.
",0. Cut slit into empty jar lid.,0,True
1534,"To remove seeds from cubed watermelon, you can
0.Use your fingers to grab the seeds and then discard them
1.Use your elbows to grab the seeds and then discard them
",0,0,True
732,"ice cream scoop
0.can ladle soup
1.can  ladle a chicken breast
",0,0,True
1732,"What can I get to make sure I can make a fire if going on a rafting trip?
0.Get regular matches before leaving, so that even if you get wet, you can still make a fire.
1.Get waterproof matches before leaving, so that even if you get wet, you can still make a fire.
","1. Get waterproof matches before leaving, so that even if you get wet, you can still make a fire.",1,True
1761,"Remove greasy prints from walls.
0.Wipe walls with lettuce.
1.Wipe walls with white bread.
",1. Wipe walls with white bread.,1,True
371,"To make a decorative pencil holder,
0.roll sheets of magazines up around a pencil after putting glue on the sheet, pull the pencil out, and glue to bottom jar or can.
1.roll sheets of magazines up around a pencil after putting glue on the sheet, pull the pencil out, and glue around jar or can.
","1. roll sheets of magazines up around a pencil after putting glue on the sheet, pull the pencil out, and glue around jar or can.",1,True
1019,"Bend a piece of thin steel in half to make a loop
0.Hold the metal with pliers or your hand and heat with a propane torch, After it cools, bend with pliers
1.Hold the metal with pliers or a vice and heat with a propane torch. While it is hot, bend with pliers
","1. Hold the metal with pliers or a vice and heat with a propane torch. While it is hot, bend with pliers",1,True
36,"To spare the plant while picking lettuce
0.grab one leaf with one hand, bend the plant stalk near the leaf with the other hand, and pull it down and away from the leaf.
1.grab one leaf with one hand, hold the stalk near the leaf with the other hand, and then pull the leaf down breaking it from the plant.
",0,1,False
1200,"How can you use a brick if you have extras when you're done?
0.Play catch with them in the backyard.
1.Stack them and line your garden with them.
",1,1,True
1026,"stand
0.can support a television 
1.can support soup 
",0,0,True
875,"To secure the thread when using your sewing machine.
0.Remember to back stitch at the start and end of your sewn lines to secure the yarn.
1.Remember to back stitch at the start and end of your sewn lines to secure the thread.
",1. Remember to back stitch at the start and end of your sewn lines to secure the thread.,1,True
983,"To prevent a tile coaster from scratching table tops, you can
0.Place small foam pads on the bottom of the tile to protect tabletops
1.Place small sandpaper pads on the bottom of the tile to protect tabletops
",0,0,True
1497,"To prevent a child from falling into a window well,
0.purchase or build a window well cover and place it over the window well.
1.purchase or build a window well cover and place it near the window well.
",0,0,True
1736,"How do you boil sweet potatoes?
0.Boil until potatoes are tender when pierced with a fork, 15 to 20 minutes. Note, it will take less time if you cut the sweet potatoes in smaller pieces.
1.Boil until potatoes are tender when pierced with a fork, 15 to 20 minutes. Note, it will take less time if you mix the sweet potatoes in smaller pieces.
",0,0,True
1145,"How to make a payment with a card chip
0.Bring your purchases to the register and tell the clerk you will pay with a debit card. Once you are asked to insert your card, place your card in the machine with the exposed chip facing up. Press all buttons needed if the card reader demands credentials
1.Bring your purchases to the register and tell the clerk you will pay with a debit card. Once you are asked to insert your card, place your card in the machine with the exposed chip facing up. Press any buttons needed if the card reader demands credentials.
","0. Bring your purchases to the register and tell the clerk you will pay with a debit card. Once you are asked to insert your card, place your card in the machine with the exposed chip facing up. Press all buttons needed if the card reader demands credentials",1,False
360,"To cut radiant foils to be used to cover the attics.
0.Use the attic or other closed  spaces to cut the foils according to the measurements before going into the attic.
1.Use the driveway or other wide open spaces to cut the foils according to the measurements before going into the attic.
",1,1,True
1345,"sharpen a crayon without something sharp
0.Dip the blunt crayon end into a bowl of hot water. Leave it for a few minutes. If you don't fancy holding it in place, tie it to a piece of string which ties onto a pencil. ...    Remove after a few minutes.    Shape the tip back again with your fingers.
1.Dip the blunt crayon end into a bowl of cold water. Leave it for a few minutes. If you don't fancy holding it in place, tie it to a piece of string which ties onto a pencil. ...    Remove after a few minutes.    Shape the tip back again with your fingers.
","1. Dip the blunt crayon end into a bowl of cold water. Leave it for a few minutes. If you don't fancy holding it in place, tie it to a piece of string which ties onto a pencil. ... Remove after a few minutes. Shape the tip back again with your fingers.",0,False
756,"tongs
0.can mix salad 
1.can mix dressing 
",1,0,False
853,"To decrease the amount of car pollution in the atmostphere,
0.carpool to work with a couple of other people so they don't all drive separate vehicles.
1.arrange with other coworkers to be sure that everyone drives their own vehicles.
",0,0,True
1090,"How do I attached a rubber foot to wood?
0.Buy a pack of rubber feet and just set them on without glue.
1.Buy a pack of rubber feet that come with sticky backs.
",1,1,True
170,"how do you change your profile picture on facbook?
0.click on your profile picture and click 'upload profile picture'.
1.click on your profile picture and click 'delete profile picture.'
",0,0,True
1384,"To make an alcohol watermelon.
0.Cut up the watermelon and squish it to make a juice and then add alcohol.
1.Cut a hole in the watermelon and pour your favorite liquor in and let it sit.
",1,1,True
780,"How can I mark walls for hanging or placing something?
0.Use white chalk because the chalk will make easy to see marks that will quickly disappear when wiped with a damp paper towel.
1.Use black  permanent marker because the chalk will make easy to see marks that will quickly disappear when wiped with a damp paper towel.
",0,0,True
1013,"To allow a pie to cool, you can
0.Allow it to sit in the hot sun for six to eight hours
1.Allow it to sit in the refrigerator for six to eight hours
",1,1,True
457,"How to keep brown sugar from going hard?
0.Pour the brown sugar into a container and place a slice of bread or a marshmallow underneath the container to preserve the softness and prevent hardness
1.Pour the brown sugar into a container and place a slice of bread or a marshmallow into the container to preserve the softness and prevent hardness
",0. Pour the brown sugar into a container and place a slice of bread or a marshmallow underneath the container to preserve the softness and prevent hardness,1,False
1522,"How can I clean off my bedroom door it I don't have cleaner?
0.Take a solution of rubbing alcohol and some water and wipe it down with a rag after spraying it on the bedroom door.
1.Take a solution of rubbing alcohol and some water and wipe it down with a rag after spraying it on the garage door.
",0,0,True
1248,"how to cut acidic marinara sauce
0.add sour cream and a bit of honey.
1.add a few teaspoons of sugar
",1. add a few teaspoons of sugar,1,True
1774,"slicer
0.can shred paper into bits
1.can shred rocks into bits
",0,0,True
1773,"To make a pastry crispier after it has gone soft,
0.add it to a low temperature oven for a few minutes, or a toaster.
1.simply boil the pastry in order to bring more shape and crisp to it.
","0. add it to a low temperature oven for a few minutes, or a toaster.",0,True
1439,"Avoid corrosion on metal light fixture.
0.Coat holder with car wax.
1.Coat holder with candle wax.
",0. Coat holder with car wax.,0,True
525,"To make a simple chili recipe, a cook would need to have,
0.beef, beans, tomatoes, peppers, dried chilies, onions, garlic, broth and water.
1.beef, milk, cheese, bell pepper, curry powder and yellow mustard for seasoning.
",0.,0,True
300,"cut an onion without crying
0.cut off the root of the onion before you slice.
1.cut off the root of the onion before you crush with bare hands
",0. cut off the root of the onion before you slice.,0,True
